value,label,color
1,< 5 ha,#d0ae35
2,5 - 25 ha,#d08d29
3,25 - 50 ha,#cc6c28
4,50 - 250 ha,#c2482e
5,250 - 500 ha,#b31e35
6,"500 - 1,000 ha",#931f28
7,"1,000 - 5,000 ha",#741e1d
8,">= 5,000 ha",#571a14
