value,label,color
1,< 10 ha,#d0ae35
2,10 - 250 ha,#d08d29
3,250 - 500 ha,#cc6c28
4,"500 - 5,000 ha",#c2482e
5,"5,000 - 10,000 ha",#b31e35
6,"10,000 - 50,000 ha",#931f28
7,"50,000 - 100,000 ha",#741e1d
8,">= 100,000 ha",#571a14
